success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,subject,group,date,rt,stimulus,response,task_part,task,face_id,condition,age_rating
,,,,,survey-text,205,570347,0.0-2.0-2.67,8,B,2/25/2026,3015,,"{""age"":""30""}",,exp1,49,grey,30
,,,,,html-keyboard-response,206,570848,0.0-2.0-0.68,8,B,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,207,572850,0.0-2.0-1.68,8,B,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_028_color.jpg"" alt=""Face""></div>",null,,exp1,28,color,
,,,,,survey-text,208,576126,0.0-2.0-2.68,8,B,2/25/2026,3274,,"{""age"":""22""}",,exp1,28,color,22
,,,,,html-keyboard-response,209,576628,0.0-2.0-0.69,8,B,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,210,578634,0.0-2.0-1.69,8,B,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_080_color.jpg"" alt=""Face""></div>",null,,exp1,80,color,
,,,,,survey-text,211,579115,0.0-2.0-2.69,8,B,2/25/2026,479,,"{""age"":""22""}",,exp1,80,color,22
,,,,,html-keyboard-response,212,579615,0.0-2.0-0.70,8,B,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,213,581621,0.0-2.0-1.70,8,B,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_036_color.jpg"" alt=""Face""></div>",null,,exp1,36,color,
,,,,,survey-text,214,582674,0.0-2.0-2.70,8,B,2/25/2026,1053,,"{""age"":""22""}",,exp1,36,color,22
,,,,,html-keyboard-response,215,583176,0.0-2.0-0.71,8,B,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
