"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","group","date","rt","stimulus","response","task_part","task","face_id","condition","age_rating"
"","","","","","html-keyboard-response","372","1827237","0.0-4.0-0.23","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","373","1829252","0.0-4.0-1.23","2","B","21/02/2026","null","<img src=""img/face_177_rg_minus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","177","rg_minus",""
"","","","","","survey-text","374","1832192","0.0-4.0-2.23","2","B","21/02/2026","2938","","{""age"":""40""}","","exp2","177","rg_minus","40"
"","","","","","html-keyboard-response","375","1832704","0.0-4.0-0.24","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","376","1834715","0.0-4.0-1.24","2","B","21/02/2026","null","<img src=""img/face_168_rg_plus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","168","rg_plus",""
"","","","","","survey-text","377","1837777","0.0-4.0-2.24","2","B","21/02/2026","3059","","{""age"":""43""}","","exp2","168","rg_plus","43"
"","","","","","html-keyboard-response","378","1838289","0.0-4.0-0.25","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","379","1840293","0.0-4.0-1.25","2","B","21/02/2026","null","<img src=""img/face_181_rg_minus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","181","rg_minus",""
"","","","","","survey-text","380","1843839","0.0-4.0-2.25","2","B","21/02/2026","3543","","{""age"":""37""}","","exp2","181","rg_minus","37"
"","","","","","html-keyboard-response","381","1844342","0.0-4.0-0.26","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","382","1846358","0.0-4.0-1.26","2","B","21/02/2026","null","<img src=""img/face_150_rg_plus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","150","rg_plus",""
"","","","","","survey-text","383","1850921","0.0-4.0-2.26","2","B","21/02/2026","4560","","{""age"":""37""}","","exp2","150","rg_plus","37"
"","","","","","html-keyboard-response","384","1851430","0.0-4.0-0.27","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","385","1853444","0.0-4.0-1.27","2","B","21/02/2026","null","<img src=""img/face_136_rg_plus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","136","rg_plus",""
"","","","","","survey-text","386","1856971","0.0-4.0-2.27","2","B","21/02/2026","3525","","{""age"":""32""}","","exp2","136","rg_plus","32"
"","","","","","html-keyboard-response","387","1857476","0.0-4.0-0.28","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","388","1859485","0.0-4.0-1.28","2","B","21/02/2026","null","<img src=""img/face_166_rg_plus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","166","rg_plus",""
"","","","","","survey-text","389","1861957","0.0-4.0-2.28","2","B","21/02/2026","2469","","{""age"":""37""}","","exp2","166","rg_plus","37"
"","","","","","html-keyboard-response","390","1862467","0.0-4.0-0.29","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","391","1864476","0.0-4.0-1.29","2","B","21/02/2026","null","<img src=""img/face_200_rg_plus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","200","rg_plus",""
"","","","","","survey-text","392","1868153","0.0-4.0-2.29","2","B","21/02/2026","3673","","{""age"":""36""}","","exp2","200","rg_plus","36"
"","","","","","html-keyboard-response","393","1868655","0.0-4.0-0.30","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","394","1870669","0.0-4.0-1.30","2","B","21/02/2026","null","<img src=""img/face_148_rg_plus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","148","rg_plus",""
"","","","","","survey-text","395","1872999","0.0-4.0-2.30","2","B","21/02/2026","2326","","{""age"":""33""}","","exp2","148","rg_plus","33"
"","","","","","html-keyboard-response","396","1873514","0.0-4.0-0.31","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","397","1875517","0.0-4.0-1.31","2","B","21/02/2026","null","<img src=""img/face_130_rg_plus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","130","rg_plus",""
"","","","","","survey-text","398","1878002","0.0-4.0-2.31","2","B","21/02/2026","2482","","{""age"":""30""}","","exp2","130","rg_plus","30"
"","","","","","html-keyboard-response","399","1878509","0.0-4.0-0.32","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","400","1880515","0.0-4.0-1.32","2","B","21/02/2026","null","<img src=""img/face_123_rg_minus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","123","rg_minus",""
"","","","","","survey-text","401","1885162","0.0-4.0-2.32","2","B","21/02/2026","4642","","{""age"":""38""}","","exp2","123","rg_minus","38"
"","","","","","html-keyboard-response","402","1885668","0.0-4.0-0.33","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","403","1887680","0.0-4.0-1.33","2","B","21/02/2026","null","<img src=""img/face_186_rg_plus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","186","rg_plus",""
"","","","","","survey-text","404","1891775","0.0-4.0-2.33","2","B","21/02/2026","4091","","{""age"":""36""}","","exp2","186","rg_plus","36"
"","","","","","html-keyboard-response","405","1892277","0.0-4.0-0.34","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","406","1894289","0.0-4.0-1.34","2","B","21/02/2026","null","<img src=""img/face_111_rg_minus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","111","rg_minus",""
"","","","","","survey-text","407","1898610","0.0-4.0-2.34","2","B","21/02/2026","4317","","{""age"":""40""}","","exp2","111","rg_minus","40"
"","","","","","html-keyboard-response","408","1899122","0.0-4.0-0.35","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","409","1901138","0.0-4.0-1.35","2","B","21/02/2026","null","<img src=""img/face_118_rg_plus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","118","rg_plus",""
"","","","","","survey-text","410","1903837","0.0-4.0-2.35","2","B","21/02/2026","2695","","{""age"":""26""}","","exp2","118","rg_plus","26"
"","","","","","html-keyboard-response","411","1904352","0.0-4.0-0.36","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","412","1906358","0.0-4.0-1.36","2","B","21/02/2026","null","<img src=""img/face_175_rg_minus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","175","rg_minus",""
"","","","","","survey-text","413","1909944","0.0-4.0-2.36","2","B","21/02/2026","3582","","{""age"":""37""}","","exp2","175","rg_minus","37"
"","","","","","html-keyboard-response","414","1910445","0.0-4.0-0.37","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","415","1912449","0.0-4.0-1.37","2","B","21/02/2026","null","<img src=""img/face_165_rg_minus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","165","rg_minus",""
"","","","","","survey-text","416","1914905","0.0-4.0-2.37","2","B","21/02/2026","2453","","{""age"":""33""}","","exp2","165","rg_minus","33"
"","","","","","html-keyboard-response","417","1915420","0.0-4.0-0.38","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","418","1917433","0.0-4.0-1.38","2","B","21/02/2026","null","<img src=""img/face_113_rg_minus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","113","rg_minus",""
"","","","","","survey-text","419","1925538","0.0-4.0-2.38","2","B","21/02/2026","8102","","{""age"":""49""}","","exp2","113","rg_minus","49"
"","","","","","html-keyboard-response","420","1926039","0.0-4.0-0.39","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","421","1928043","0.0-4.0-1.39","2","B","21/02/2026","null","<img src=""img/face_194_rg_plus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","194","rg_plus",""
"","","","","","survey-text","422","1938023","0.0-4.0-2.39","2","B","21/02/2026","9976","","{""age"":""36""}","","exp2","194","rg_plus","36"
"","","","","","html-keyboard-response","423","1938535","0.0-4.0-0.40","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","424","1940551","0.0-4.0-1.40","2","B","21/02/2026","null","<img src=""img/face_149_rg_minus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","149","rg_minus",""
"","","","","","survey-text","425","1944756","0.0-4.0-2.40","2","B","21/02/2026","4202","","{""age"":""35""}","","exp2","149","rg_minus","35"
"","","","","","html-keyboard-response","426","1945265","0.0-4.0-0.41","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","427","1947279","0.0-4.0-1.41","2","B","21/02/2026","null","<img src=""img/face_191_rg_minus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","191","rg_minus",""
"","","","","","survey-text","428","1950011","0.0-4.0-2.41","2","B","21/02/2026","2727","","{""age"":""48""}","","exp2","191","rg_minus","48"
"","","","","","html-keyboard-response","429","1950520","0.0-4.0-0.42","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","430","1952525","0.0-4.0-1.42","2","B","21/02/2026","null","<img src=""img/face_178_rg_plus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","178","rg_plus",""
"","","","","","survey-text","431","1955291","0.0-4.0-2.42","2","B","21/02/2026","2763","","{""age"":""29""}","","exp2","178","rg_plus","29"
"","","","","","html-keyboard-response","432","1955803","0.0-4.0-0.43","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","433","1957818","0.0-4.0-1.43","2","B","21/02/2026","null","<img src=""img/face_103_rg_minus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","103","rg_minus",""
"","","","","","survey-text","434","1960551","0.0-4.0-2.43","2","B","21/02/2026","2729","","{""age"":""43""}","","exp2","103","rg_minus","43"
"","","","","","html-keyboard-response","435","1961060","0.0-4.0-0.44","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","436","1963074","0.0-4.0-1.44","2","B","21/02/2026","null","<img src=""img/face_159_rg_minus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","159","rg_minus",""
"","","","","","survey-text","437","1966530","0.0-4.0-2.44","2","B","21/02/2026","3453","","{""age"":""42""}","","exp2","159","rg_minus","42"
"","","","","","html-keyboard-response","438","1967037","0.0-4.0-0.45","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","439","1969040","0.0-4.0-1.45","2","B","21/02/2026","null","<img src=""img/face_102_rg_plus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","102","rg_plus",""
"","","","","","survey-text","440","1972821","0.0-4.0-2.45","2","B","21/02/2026","3779","","{""age"":""30""}","","exp2","102","rg_plus","30"
"","","","","","html-keyboard-response","441","1973325","0.0-4.0-0.46","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","442","1975339","0.0-4.0-1.46","2","B","21/02/2026","null","<img src=""img/face_199_rg_minus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","199","rg_minus",""
"","","","","","survey-text","443","1979850","0.0-4.0-2.46","2","B","21/02/2026","4508","","{""age"":""32""}","","exp2","199","rg_minus","32"
"","","","","","html-keyboard-response","444","1980363","0.0-4.0-0.47","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","445","1982371","0.0-4.0-1.47","2","B","21/02/2026","null","<img src=""img/face_174_rg_plus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","174","rg_plus",""
"","","","","","survey-text","446","1986598","0.0-4.0-2.47","2","B","21/02/2026","4224","","{""age"":""34""}","","exp2","174","rg_plus","34"
"","","","","","html-keyboard-response","447","1987107","0.0-4.0-0.48","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","448","1989120","0.0-4.0-1.48","2","B","21/02/2026","null","<img src=""img/face_128_rg_plus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","128","rg_plus",""
"","","","","","survey-text","449","1991892","0.0-4.0-2.48","2","B","21/02/2026","2769","","{""age"":""56""}","","exp2","128","rg_plus","56"
"","","","","","html-keyboard-response","450","1992405","0.0-4.0-0.49","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","451","1994422","0.0-4.0-1.49","2","B","21/02/2026","null","<img src=""img/face_114_rg_plus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","114","rg_plus",""
"","","","","","survey-text","452","1998858","0.0-4.0-2.49","2","B","21/02/2026","4433","","{""age"":""29""}","","exp2","114","rg_plus","29"
"","","","","","html-keyboard-response","453","1999369","0.0-4.0-0.50","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","454","2001385","0.0-4.0-1.50","2","B","21/02/2026","null","<img src=""img/face_101_rg_minus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","101","rg_minus",""
"","","","","","survey-text","455","2004930","0.0-4.0-2.50","2","B","21/02/2026","3542","","{""age"":""44""}","","exp2","101","rg_minus","44"
"","","","","","html-keyboard-response","456","2005432","0.0-4.0-0.51","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","457","2007434","0.0-4.0-1.51","2","B","21/02/2026","null","<img src=""img/face_146_rg_plus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","146","rg_plus",""
"","","","","","survey-text","458","2011011","0.0-4.0-2.51","2","B","21/02/2026","3573","","{""age"":""31""}","","exp2","146","rg_plus","31"
"","","","","","html-keyboard-response","459","2011516","0.0-4.0-0.52","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","460","2013532","0.0-4.0-1.52","2","B","21/02/2026","null","<img src=""img/face_117_rg_minus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","117","rg_minus",""
"","","","","","survey-text","461","2017456","0.0-4.0-2.52","2","B","21/02/2026","3920","","{""age"":""30""}","","exp2","117","rg_minus","30"
"","","","","","html-keyboard-response","462","2017972","0.0-4.0-0.53","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","463","2019982","0.0-4.0-1.53","2","B","21/02/2026","null","<img src=""img/face_134_rg_plus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","134","rg_plus",""
"","","","","","survey-text","464","2024960","0.0-4.0-2.53","2","B","21/02/2026","4973","","{""age"":""35""}","","exp2","134","rg_plus","35"
"","","","","","html-keyboard-response","465","2025469","0.0-4.0-0.54","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","466","2027480","0.0-4.0-1.54","2","B","21/02/2026","null","<img src=""img/face_144_rg_plus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","144","rg_plus",""
"","","","","","survey-text","467","2029856","0.0-4.0-2.54","2","B","21/02/2026","2372","","{""age"":""33""}","","exp2","144","rg_plus","33"
"","","","","","html-keyboard-response","468","2030370","0.0-4.0-0.55","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","469","2032374","0.0-4.0-1.55","2","B","21/02/2026","null","<img src=""img/face_158_rg_plus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","158","rg_plus",""
"","","","","","survey-text","470","2035089","0.0-4.0-2.55","2","B","21/02/2026","2711","","{""age"":""30""}","","exp2","158","rg_plus","30"
"","","","","","html-keyboard-response","471","2035591","0.0-4.0-0.56","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","472","2037600","0.0-4.0-1.56","2","B","21/02/2026","null","<img src=""img/face_167_rg_minus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","167","rg_minus",""
"","","","","","survey-text","473","2040738","0.0-4.0-2.56","2","B","21/02/2026","3136","","{""age"":""32""}","","exp2","167","rg_minus","32"
"","","","","","html-keyboard-response","474","2041242","0.0-4.0-0.57","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","475","2043254","0.0-4.0-1.57","2","B","21/02/2026","null","<img src=""img/face_119_rg_minus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","119","rg_minus",""
"","","","","","survey-text","476","2045472","0.0-4.0-2.57","2","B","21/02/2026","2214","","{""age"":""36""}","","exp2","119","rg_minus","36"
"","","","","","html-keyboard-response","477","2045977","0.0-4.0-0.58","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","478","2047987","0.0-4.0-1.58","2","B","21/02/2026","null","<img src=""img/face_140_rg_plus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","140","rg_plus",""
"","","","","","survey-text","479","2051688","0.0-4.0-2.58","2","B","21/02/2026","3697","","{""age"":""54""}","","exp2","140","rg_plus","54"
"","","","","","html-keyboard-response","480","2052193","0.0-4.0-0.59","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","481","2054207","0.0-4.0-1.59","2","B","21/02/2026","null","<img src=""img/face_106_rg_plus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","106","rg_plus",""
"","","","","","survey-text","482","2058060","0.0-4.0-2.59","2","B","21/02/2026","3850","","{""age"":""37""}","","exp2","106","rg_plus","37"
"","","","","","html-keyboard-response","483","2058566","0.0-4.0-0.60","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","484","2060571","0.0-4.0-1.60","2","B","21/02/2026","null","<img src=""img/face_145_rg_minus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","145","rg_minus",""
"","","","","","survey-text","485","2063594","0.0-4.0-2.60","2","B","21/02/2026","3019","","{""age"":""36""}","","exp2","145","rg_minus","36"
"","","","","","html-keyboard-response","486","2064102","0.0-4.0-0.61","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","487","2066105","0.0-4.0-1.61","2","B","21/02/2026","null","<img src=""img/face_115_rg_minus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","115","rg_minus",""
"","","","","","survey-text","488","2070337","0.0-4.0-2.61","2","B","21/02/2026","4229","","{""age"":""41""}","","exp2","115","rg_minus","41"
"","","","","","html-keyboard-response","489","2070852","0.0-4.0-0.62","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","490","2072855","0.0-4.0-1.62","2","B","21/02/2026","null","<img src=""img/face_156_rg_plus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","156","rg_plus",""
"","","","","","survey-text","491","2075993","0.0-4.0-2.62","2","B","21/02/2026","3135","","{""age"":""35""}","","exp2","156","rg_plus","35"
"","","","","","html-keyboard-response","492","2076498","0.0-4.0-0.63","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","493","2078513","0.0-4.0-1.63","2","B","21/02/2026","null","<img src=""img/face_172_rg_plus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","172","rg_plus",""
"","","","","","survey-text","494","2081942","0.0-4.0-2.63","2","B","21/02/2026","3425","","{""age"":""36""}","","exp2","172","rg_plus","36"
"","","","","","html-keyboard-response","495","2082447","0.0-4.0-0.64","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","496","2084464","0.0-4.0-1.64","2","B","21/02/2026","null","<img src=""img/face_127_rg_minus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","127","rg_minus",""
"","","","","","survey-text","497","2087998","0.0-4.0-2.64","2","B","21/02/2026","3529","","{""age"":""40""}","","exp2","127","rg_minus","40"
"","","","","","html-keyboard-response","498","2088512","0.0-4.0-0.65","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","499","2090524","0.0-4.0-1.65","2","B","21/02/2026","null","<img src=""img/face_157_rg_minus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","157","rg_minus",""
"","","","","","survey-text","500","2092952","0.0-4.0-2.65","2","B","21/02/2026","2425","","{""age"":""32""}","","exp2","157","rg_minus","32"
"","","","","","html-keyboard-response","501","2093466","0.0-4.0-0.66","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","502","2095480","0.0-4.0-1.66","2","B","21/02/2026","null","<img src=""img/face_164_rg_plus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","164","rg_plus",""
"","","","","","survey-text","503","2099971","0.0-4.0-2.66","2","B","21/02/2026","4484","","{""age"":""36""}","","exp2","164","rg_plus","36"
"","","","","","html-keyboard-response","504","2100485","0.0-4.0-0.67","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","505","2102498","0.0-4.0-1.67","2","B","21/02/2026","null","<img src=""img/face_197_rg_minus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","197","rg_minus",""
"","","","","","survey-text","506","2104632","0.0-4.0-2.67","2","B","21/02/2026","2130","","{""age"":""33""}","","exp2","197","rg_minus","33"
"","","","","","html-keyboard-response","507","2105140","0.0-4.0-0.68","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","508","2107152","0.0-4.0-1.68","2","B","21/02/2026","null","<img src=""img/face_105_rg_minus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","105","rg_minus",""
"","","","","","survey-text","509","2110166","0.0-4.0-2.68","2","B","21/02/2026","3011","","{""age"":""35""}","","exp2","105","rg_minus","35"
"","","","","","html-keyboard-response","510","2110668","0.0-4.0-0.69","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","511","2112683","0.0-4.0-1.69","2","B","21/02/2026","null","<img src=""img/face_173_rg_minus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","173","rg_minus",""
"","","","","","survey-text","512","2114827","0.0-4.0-2.69","2","B","21/02/2026","2140","","{""age"":""31""}","","exp2","173","rg_minus","31"
"","","","","","html-keyboard-response","513","2115342","0.0-4.0-0.70","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","514","2117348","0.0-4.0-1.70","2","B","21/02/2026","null","<img src=""img/face_135_rg_minus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","135","rg_minus",""
"","","","","","survey-text","515","2119543","0.0-4.0-2.70","2","B","21/02/2026","2191","","{""age"":""30""}","","exp2","135","rg_minus","30"
"","","","","","html-keyboard-response","516","2120055","0.0-4.0-0.71","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","517","2122059","0.0-4.0-1.71","2","B","21/02/2026","null","<img src=""img/face_171_rg_minus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","171","rg_minus",""
"","","","","","survey-text","518","2124673","0.0-4.0-2.71","2","B","21/02/2026","2611","","{""age"":""40""}","","exp2","171","rg_minus","40"
"","","","","","html-keyboard-response","519","2125185","0.0-4.0-0.72","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","520","2127186","0.0-4.0-1.72","2","B","21/02/2026","null","<img src=""img/face_151_rg_minus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","151","rg_minus",""
"","","","","","survey-text","521","2146949","0.0-4.0-2.72","2","B","21/02/2026","19760","","{""age"":""38""}","","exp2","151","rg_minus","38"
"","","","","","html-keyboard-response","522","2147458","0.0-4.0-0.73","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","523","2149469","0.0-4.0-1.73","2","B","21/02/2026","null","<img src=""img/face_180_rg_plus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","180","rg_plus",""
"","","","","","survey-text","524","2152372","0.0-4.0-2.73","2","B","21/02/2026","2900","","{""age"":""36""}","","exp2","180","rg_plus","36"
"","","","","","html-keyboard-response","525","2152875","0.0-4.0-0.74","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","526","2154885","0.0-4.0-1.74","2","B","21/02/2026","null","<img src=""img/face_143_rg_minus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","143","rg_minus",""
"","","","","","survey-text","527","2156569","0.0-4.0-2.74","2","B","21/02/2026","1681","","{""age"":""44""}","","exp2","143","rg_minus","44"
"","","","","","html-keyboard-response","528","2157071","0.0-4.0-0.75","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","529","2159086","0.0-4.0-1.75","2","B","21/02/2026","null","<img src=""img/face_120_rg_plus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","120","rg_plus",""
"","","","","","survey-text","530","2162034","0.0-4.0-2.75","2","B","21/02/2026","2945","","{""age"":""48""}","","exp2","120","rg_plus","48"
"","","","","","html-keyboard-response","531","2162537","0.0-4.0-0.76","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","532","2164541","0.0-4.0-1.76","2","B","21/02/2026","null","<img src=""img/face_107_rg_minus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","107","rg_minus",""
"","","","","","survey-text","533","2167327","0.0-4.0-2.76","2","B","21/02/2026","2783","","{""age"":""29""}","","exp2","107","rg_minus","29"
"","","","","","html-keyboard-response","534","2167839","0.0-4.0-0.77","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","535","2169855","0.0-4.0-1.77","2","B","21/02/2026","null","<img src=""img/face_139_rg_minus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","139","rg_minus",""
"","","","","","survey-text","536","2172649","0.0-4.0-2.77","2","B","21/02/2026","2788","","{""age"":""37""}","","exp2","139","rg_minus","37"
"","","","","","html-keyboard-response","537","2173155","0.0-4.0-0.78","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","538","2175160","0.0-4.0-1.78","2","B","21/02/2026","null","<img src=""img/face_184_rg_plus.jpg"" style=""height:400px; width:auto;"">","null","","exp2","184","rg_plus",""
"","","","","","survey-text","539","2178056","0.0-4.0-2.78","2","B","21/02/2026","2893","","{""age"":""36""}","","exp2","184","rg_plus","36"
"","","","","","html-keyboard-response","540","2178562","0.0-4.0-0.79","2","B","21/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
