success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,subject,group,date,rt,stimulus,response,task_part,task,face_id,condition,age_rating
,,,,,survey-text,10,33436,0.0-2.0-2.2,11,A,2/25/2026,1327,,"{""age"":""30""}",,exp1,100,grey,30
,,,,,html-keyboard-response,11,33938,0.0-2.0-0.3,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,12,35939,0.0-2.0-1.3,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_040_grey.jpg"" alt=""Face""></div>",null,,exp1,40,grey,
,,,,,survey-text,13,37612,0.0-2.0-2.3,11,A,2/25/2026,1670,,"{""age"":""35""}",,exp1,40,grey,35
,,,,,html-keyboard-response,14,38114,0.0-2.0-0.4,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,15,40116,0.0-2.0-1.4,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_097_color.jpg"" alt=""Face""></div>",null,,exp1,97,color,
,,,,,survey-text,16,41308,0.0-2.0-2.4,11,A,2/25/2026,1190,,"{""age"":""25""}",,exp1,97,color,25
,,,,,html-keyboard-response,17,41810,0.0-2.0-0.5,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,18,43810,0.0-2.0-1.5,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_059_color.jpg"" alt=""Face""></div>",null,,exp1,59,color,
,,,,,survey-text,19,45221,0.0-2.0-2.5,11,A,2/25/2026,1408,,"{""age"":""21""}",,exp1,59,color,21
,,,,,html-keyboard-response,20,45724,0.0-2.0-0.6,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,21,47726,0.0-2.0-1.6,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_021_color.jpg"" alt=""Face""></div>",null,,exp1,21,color,
,,,,,survey-text,22,49564,0.0-2.0-2.6,11,A,2/25/2026,1836,,"{""age"":""40""}",,exp1,21,color,40
,,,,,html-keyboard-response,23,50066,0.0-2.0-0.7,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,24,52068,0.0-2.0-1.7,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_048_grey.jpg"" alt=""Face""></div>",null,,exp1,48,grey,
,,,,,survey-text,25,53668,0.0-2.0-2.7,11,A,2/25/2026,1597,,"{""age"":""25""}",,exp1,48,grey,25
,,,,,html-keyboard-response,26,54169,0.0-2.0-0.8,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,27,56170,0.0-2.0-1.8,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_015_color.jpg"" alt=""Face""></div>",null,,exp1,15,color,
,,,,,survey-text,28,57180,0.0-2.0-2.8,11,A,2/25/2026,1007,,"{""age"":""44""}",,exp1,15,color,44
,,,,,html-keyboard-response,29,57682,0.0-2.0-0.9,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,30,59682,0.0-2.0-1.9,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_056_grey.jpg"" alt=""Face""></div>",null,,exp1,56,grey,
,,,,,survey-text,31,62380,0.0-2.0-2.9,11,A,2/25/2026,2696,,"{""age"":""12""}",,exp1,56,grey,21
,,,,,html-keyboard-response,32,62882,0.0-2.0-0.10,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,33,64884,0.0-2.0-1.10,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_013_color.jpg"" alt=""Face""></div>",null,,exp1,13,color,
,,,,,survey-text,34,67100,0.0-2.0-2.10,11,A,2/25/2026,2213,,"{""age"":""21""}",,exp1,13,color,21
,,,,,html-keyboard-response,35,67602,0.0-2.0-0.11,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,36,69605,0.0-2.0-1.11,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_051_color.jpg"" alt=""Face""></div>",null,,exp1,51,color,
,,,,,survey-text,37,71476,0.0-2.0-2.11,11,A,2/25/2026,1868,,"{""age"":""24""}",,exp1,51,color,24
,,,,,html-keyboard-response,38,71979,0.0-2.0-0.12,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,39,73980,0.0-2.0-1.12,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_003_color.jpg"" alt=""Face""></div>",null,,exp1,3,color,
,,,,,survey-text,40,76884,0.0-2.0-2.12,11,A,2/25/2026,2901,,"{""age"":""28""}",,exp1,3,color,28
,,,,,html-keyboard-response,41,77385,0.0-2.0-0.13,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,42,79387,0.0-2.0-1.13,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_032_grey.jpg"" alt=""Face""></div>",null,,exp1,32,grey,
,,,,,survey-text,43,81140,0.0-2.0-2.13,11,A,2/25/2026,1750,,"{""age"":""30""}",,exp1,32,grey,30
,,,,,html-keyboard-response,44,81641,0.0-2.0-0.14,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,45,83643,0.0-2.0-1.14,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_025_color.jpg"" alt=""Face""></div>",null,,exp1,25,color,
,,,,,survey-text,46,85036,0.0-2.0-2.14,11,A,2/25/2026,1390,,"{""age"":""22""}",,exp1,25,color,22
,,,,,html-keyboard-response,47,85537,0.0-2.0-0.15,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,48,87539,0.0-2.0-1.15,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_017_color.jpg"" alt=""Face""></div>",null,,exp1,17,color,
,,,,,survey-text,49,89036,0.0-2.0-2.15,11,A,2/25/2026,1494,,"{""age"":""26""}",,exp1,17,color,26
,,,,,html-keyboard-response,50,89538,0.0-2.0-0.16,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,51,91539,0.0-2.0-1.16,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_096_grey.jpg"" alt=""Face""></div>",null,,exp1,96,grey,
,,,,,survey-text,52,94092,0.0-2.0-2.16,11,A,2/25/2026,2550,,"{""age"":""21""}",,exp1,96,grey,21
,,,,,html-keyboard-response,53,94595,0.0-2.0-0.17,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,54,96596,0.0-2.0-1.17,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_078_grey.jpg"" alt=""Face""></div>",null,,exp1,78,grey,
,,,,,survey-text,55,98750,0.0-2.0-2.17,11,A,2/25/2026,2151,,"{""age"":""2""}",,exp1,78,grey,22
,,,,,html-keyboard-response,56,99251,0.0-2.0-0.18,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,57,101252,0.0-2.0-1.18,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_034_grey.jpg"" alt=""Face""></div>",null,,exp1,34,grey,
,,,,,survey-text,58,107508,0.0-2.0-2.18,11,A,2/25/2026,6253,,"{""age"":""32""}",,exp1,34,grey,32
,,,,,html-keyboard-response,59,108010,0.0-2.0-0.19,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,60,110011,0.0-2.0-1.19,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_065_color.jpg"" alt=""Face""></div>",null,,exp1,65,color,
,,,,,survey-text,61,113884,0.0-2.0-2.19,11,A,2/25/2026,3871,,"{""age"":""26""}",,exp1,65,color,26
,,,,,html-keyboard-response,62,114386,0.0-2.0-0.20,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,63,116387,0.0-2.0-1.20,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_023_color.jpg"" alt=""Face""></div>",null,,exp1,23,color,
,,,,,survey-text,64,118516,0.0-2.0-2.20,11,A,2/25/2026,2127,,"{""age"":""27""}",,exp1,23,color,27
,,,,,html-keyboard-response,65,119018,0.0-2.0-0.21,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,66,121020,0.0-2.0-1.21,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_094_grey.jpg"" alt=""Face""></div>",null,,exp1,94,grey,
,,,,,survey-text,67,124572,0.0-2.0-2.21,11,A,2/25/2026,3549,,"{""age"":""29""}",,exp1,94,grey,29
,,,,,html-keyboard-response,68,125074,0.0-2.0-0.22,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,69,127075,0.0-2.0-1.22,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_002_grey.jpg"" alt=""Face""></div>",null,,exp1,2,grey,
,,,,,survey-text,70,128740,0.0-2.0-2.22,11,A,2/25/2026,1663,,"{""age"":""21""}",,exp1,2,grey,21
,,,,,html-keyboard-response,71,129241,0.0-2.0-0.23,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,72,131242,0.0-2.0-1.23,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_073_color.jpg"" alt=""Face""></div>",null,,exp1,73,color,
,,,,,survey-text,73,134332,0.0-2.0-2.23,11,A,2/25/2026,3087,,"{""age"":""32""}",,exp1,73,color,32
,,,,,html-keyboard-response,74,134834,0.0-2.0-0.24,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,75,136835,0.0-2.0-1.24,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_031_color.jpg"" alt=""Face""></div>",null,,exp1,31,color,
,,,,,survey-text,76,139228,0.0-2.0-2.24,11,A,2/25/2026,2391,,"{""age"":""35""}",,exp1,31,color,35
,,,,,html-keyboard-response,77,139730,0.0-2.0-0.25,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,78,141731,0.0-2.0-1.25,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_087_color.jpg"" alt=""Face""></div>",null,,exp1,87,color,
,,,,,survey-text,79,145956,0.0-2.0-2.25,11,A,2/25/2026,4224,,"{""age"":""40""}",,exp1,87,color,40
,,,,,html-keyboard-response,80,146458,0.0-2.0-0.26,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,81,148459,0.0-2.0-1.26,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_062_grey.jpg"" alt=""Face""></div>",null,,exp1,62,grey,
,,,,,survey-text,82,151924,0.0-2.0-2.26,11,A,2/25/2026,3462,,"{""age"":""35""}",,exp1,62,grey,35
,,,,,html-keyboard-response,83,152426,0.0-2.0-0.27,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,84,154427,0.0-2.0-1.27,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_055_color.jpg"" alt=""Face""></div>",null,,exp1,55,color,
,,,,,survey-text,85,156965,0.0-2.0-2.27,11,A,2/25/2026,2537,,"{""age"":""27""}",,exp1,55,color,27
,,,,,html-keyboard-response,86,157466,0.0-2.0-0.28,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,87,159467,0.0-2.0-1.28,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_010_grey.jpg"" alt=""Face""></div>",null,,exp1,10,grey,
,,,,,survey-text,88,163349,0.0-2.0-2.28,11,A,2/25/2026,3880,,"{""age"":""25""}",,exp1,10,grey,25
,,,,,html-keyboard-response,89,163851,0.0-2.0-0.29,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,90,165853,0.0-2.0-1.29,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_086_grey.jpg"" alt=""Face""></div>",null,,exp1,86,grey,
,,,,,survey-text,91,172628,0.0-2.0-2.29,11,A,2/25/2026,6773,,"{""age"":""30""}",,exp1,86,grey,30
,,,,,html-keyboard-response,92,173129,0.0-2.0-0.30,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,93,175130,0.0-2.0-1.30,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_016_grey.jpg"" alt=""Face""></div>",null,,exp1,16,grey,
,,,,,survey-text,94,177524,0.0-2.0-2.30,11,A,2/25/2026,2391,,"{""age"":""24""}",,exp1,16,grey,24
,,,,,html-keyboard-response,95,178026,0.0-2.0-0.31,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,96,180027,0.0-2.0-1.31,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_067_color.jpg"" alt=""Face""></div>",null,,exp1,67,color,
,,,,,survey-text,97,183780,0.0-2.0-2.31,11,A,2/25/2026,3751,,"{""age"":""28""}",,exp1,67,color,28
,,,,,html-keyboard-response,98,184282,0.0-2.0-0.32,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,99,186284,0.0-2.0-1.32,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_042_grey.jpg"" alt=""Face""></div>",null,,exp1,42,grey,
,,,,,survey-text,100,187300,0.0-2.0-2.32,11,A,2/25/2026,1013,,"{""age"":""21""}",,exp1,42,grey,21
,,,,,html-keyboard-response,101,187801,0.0-2.0-0.33,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,102,189802,0.0-2.0-1.33,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_026_grey.jpg"" alt=""Face""></div>",null,,exp1,26,grey,
,,,,,survey-text,103,190555,0.0-2.0-2.33,11,A,2/25/2026,750,,"{""age"":""25""}",,exp1,26,grey,25
,,,,,html-keyboard-response,104,191057,0.0-2.0-0.34,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,105,193058,0.0-2.0-1.34,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_085_color.jpg"" alt=""Face""></div>",null,,exp1,85,color,
,,,,,survey-text,106,194108,0.0-2.0-2.34,11,A,2/25/2026,1048,,"{""age"":""27""}",,exp1,85,color,27
,,,,,html-keyboard-response,107,194609,0.0-2.0-0.35,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,108,196610,0.0-2.0-1.35,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_082_grey.jpg"" alt=""Face""></div>",null,,exp1,82,grey,
,,,,,survey-text,109,199083,0.0-2.0-2.35,11,A,2/25/2026,2470,,"{""age"":""30""}",,exp1,82,grey,30
,,,,,html-keyboard-response,110,199584,0.0-2.0-0.36,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,111,201585,0.0-2.0-1.36,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_022_grey.jpg"" alt=""Face""></div>",null,,exp1,22,grey,
,,,,,survey-text,112,216180,0.0-2.0-2.36,11,A,2/25/2026,14591,,"{""age"":""27""}",,exp1,22,grey,27
,,,,,html-keyboard-response,113,216680,0.0-2.0-0.37,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,114,218682,0.0-2.0-1.37,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_006_grey.jpg"" alt=""Face""></div>",null,,exp1,6,grey,
,,,,,survey-text,115,221436,0.0-2.0-2.37,11,A,2/25/2026,2751,,"{""age"":""30""}",,exp1,6,grey,30
,,,,,html-keyboard-response,116,221937,0.0-2.0-0.38,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,117,223938,0.0-2.0-1.38,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_052_grey.jpg"" alt=""Face""></div>",null,,exp1,52,grey,
,,,,,survey-text,118,225164,0.0-2.0-2.38,11,A,2/25/2026,1223,,"{""age"":""25""}",,exp1,52,grey,25
,,,,,html-keyboard-response,119,225665,0.0-2.0-0.39,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,120,227667,0.0-2.0-1.39,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_001_color.jpg"" alt=""Face""></div>",null,,exp1,1,color,
,,,,,survey-text,121,229916,0.0-2.0-2.39,11,A,2/25/2026,2247,,"{""age"":""50""}",,exp1,1,color,50
,,,,,html-keyboard-response,122,230417,0.0-2.0-0.40,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,123,232419,0.0-2.0-1.40,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_004_grey.jpg"" alt=""Face""></div>",null,,exp1,4,grey,
,,,,,survey-text,124,236588,0.0-2.0-2.40,11,A,2/25/2026,4166,,"{""age"":""30""}",,exp1,4,grey,30
,,,,,html-keyboard-response,125,237089,0.0-2.0-0.41,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
,,,,,html-keyboard-response,126,239091,0.0-2.0-1.41,11,A,2/25/2026,null,"<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_019_color.jpg"" alt=""Face""></div>",null,,exp1,19,color,
,,,,,survey-text,127,240979,0.0-2.0-2.41,11,A,2/25/2026,1887,,"{""age"":""21""}",,exp1,19,color,21
,,,,,html-keyboard-response,128,241480,0.0-2.0-0.42,11,A,2/25/2026,null,"<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>",null,fixation,,,,
