"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","group","date","rt","stimulus","response","task_part","task","face_id","condition","age_rating"
"","","","","","html-keyboard-response","505","993717","0.0-4.0-1.67","9","A","2/25/2026","null","<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_108_rg_minus.jpg"" alt=""Face""></div>","null","","exp2","108","rg_minus",""
"","","","","","survey-text","506","995308","0.0-4.0-2.67","9","A","2/25/2026","1589","","{""age"":""50""}","","exp2","108","rg_minus","50"
"","","","","","html-keyboard-response","507","995816","0.0-4.0-0.68","9","A","2/25/2026","null","<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>","null","fixation","","","",""
"","","","","","html-keyboard-response","508","997831","0.0-4.0-1.68","9","A","2/25/2026","null","<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_117_rg_plus.jpg"" alt=""Face""></div>","null","","exp2","117","rg_plus",""
"","","","","","survey-text","509","1000511","0.0-4.0-2.68","9","A","2/25/2026","2678","","{""age"":""43""}","","exp2","117","rg_plus","43"
"","","","","","html-keyboard-response","510","1001014","0.0-4.0-0.69","9","A","2/25/2026","null","<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>","null","fixation","","","",""
"","","","","","html-keyboard-response","511","1003030","0.0-4.0-1.69","9","A","2/25/2026","null","<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_158_rg_minus.jpg"" alt=""Face""></div>","null","","exp2","158","rg_minus",""
"","","","","","survey-text","512","1004151","0.0-4.0-2.69","9","A","2/25/2026","1119","","{""age"":""27""}","","exp2","158","rg_minus","27"
"","","","","","html-keyboard-response","513","1004663","0.0-4.0-0.70","9","A","2/25/2026","null","<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>","null","fixation","","","",""
"","","","","","html-keyboard-response","514","1006676","0.0-4.0-1.70","9","A","2/25/2026","null","<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_125_rg_plus.jpg"" alt=""Face""></div>","null","","exp2","125","rg_plus",""
"","","","","","survey-text","515","1010023","0.0-4.0-2.70","9","A","2/25/2026","3344","","{""age"":""33""}","","exp2","125","rg_plus","33"
"","","","","","html-keyboard-response","516","1010527","0.0-4.0-0.71","9","A","2/25/2026","null","<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>","null","fixation","","","",""
"","","","","","html-keyboard-response","517","1012540","0.0-4.0-1.71","9","A","2/25/2026","null","<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_153_rg_plus.jpg"" alt=""Face""></div>","null","","exp2","153","rg_plus",""
"","","","","","survey-text","518","1013110","0.0-4.0-2.71","9","A","2/25/2026","569","","{""age"":""5""}","","exp2","153","rg_plus","5"
"","","","","","html-keyboard-response","519","1013611","0.0-4.0-0.72","9","A","2/25/2026","null","<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>","null","fixation","","","",""
"","","","","","html-keyboard-response","520","1015619","0.0-4.0-1.72","9","A","2/25/2026","null","<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_122_rg_minus.jpg"" alt=""Face""></div>","null","","exp2","122","rg_minus",""
"","","","","","survey-text","521","1016683","0.0-4.0-2.72","9","A","2/25/2026","1062","","{""age"":""45""}","","exp2","122","rg_minus","45"
"","","","","","html-keyboard-response","522","1017192","0.0-4.0-0.73","9","A","2/25/2026","null","<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>","null","fixation","","","",""
"","","","","","html-keyboard-response","523","1019202","0.0-4.0-1.73","9","A","2/25/2026","null","<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_124_rg_minus.jpg"" alt=""Face""></div>","null","","exp2","124","rg_minus",""
"","","","","","survey-text","524","1022234","0.0-4.0-2.73","9","A","2/25/2026","3031","","{""age"":""55""}","","exp2","124","rg_minus","55"
"","","","","","html-keyboard-response","525","1022740","0.0-4.0-0.74","9","A","2/25/2026","null","<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>","null","fixation","","","",""
"","","","","","html-keyboard-response","526","1024754","0.0-4.0-1.74","9","A","2/25/2026","null","<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_119_rg_plus.jpg"" alt=""Face""></div>","null","","exp2","119","rg_plus",""
"","","","","","survey-text","527","1026140","0.0-4.0-2.74","9","A","2/25/2026","1384","","{""age"":""55""}","","exp2","119","rg_plus","55"
"","","","","","html-keyboard-response","528","1026655","0.0-4.0-0.75","9","A","2/25/2026","null","<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>","null","fixation","","","",""
"","","","","","html-keyboard-response","529","1028671","0.0-4.0-1.75","9","A","2/25/2026","null","<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_114_rg_minus.jpg"" alt=""Face""></div>","null","","exp2","114","rg_minus",""
"","","","","","survey-text","530","1030474","0.0-4.0-2.75","9","A","2/25/2026","1801","","{""age"":""25""}","","exp2","114","rg_minus","25"
"","","","","","html-keyboard-response","531","1030987","0.0-4.0-0.76","9","A","2/25/2026","null","<div class=""loading-screen"" aria-label=""Loading""><div class=""loading-spinner""></div><div class=""loading-dots"" aria-hidden=""true""><span></span><span></span><span></span></div></div>","null","fixation","","","",""
"","","","","","html-keyboard-response","532","1033000","0.0-4.0-1.76","9","A","2/25/2026","null","<div class=""face-trial-wrap"" id=""face-trial-wrap""></div><div class=""face-container""><img src=""img/face_105_rg_plus.jpg"" alt=""Face""></div>","null","","exp2","105","rg_plus",""
