"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","group","date","rt","stimulus","response","task_part","task","face_id","condition","age_rating"
"true","false","[]","[]","[]","preload","0","1223","0.0-0.0","3","A","22/02/2026","","","","","","","",""
"","","","","","html-keyboard-response","1","68431","0.0-1.0","3","A","22/02/2026","67204","
            <h1>Welcome to the Experiment</h1>
            <p>You will see a series of faces. Each face appears for <b>2 seconds</b>.</p>
            <p>Your task is to estimate their age.</p>
            <p>Press any key to begin Part 1.</p>
        "," ","","","","",""
"","","","","","html-keyboard-response","2","68935","0.0-2.0-0.0","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","3","70937","0.0-2.0-1.0","3","A","22/02/2026","null","<img src=""img/face_051_color.jpg"" style=""height:400px; width:auto;"">","null","","exp1","051","color",""
"","","","","","survey-text","4","79886","0.0-2.0-2.0","3","A","22/02/2026","8938","","{""age"":""22""}","","exp1","051","color","22"
"","","","","","html-keyboard-response","5","80387","0.0-2.0-0.1","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","6","82390","0.0-2.0-1.1","3","A","22/02/2026","null","<img src=""img/face_069_color.jpg"" style=""height:400px; width:auto;"">","null","","exp1","069","color",""
"","","","","","survey-text","7","84153","0.0-2.0-2.1","3","A","22/02/2026","1759","","{""age"":""30""}","","exp1","069","color","30"
"","","","","","html-keyboard-response","8","84655","0.0-2.0-0.2","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","9","86657","0.0-2.0-1.2","3","A","22/02/2026","null","<img src=""img/face_037_color.jpg"" style=""height:400px; width:auto;"">","null","","exp1","037","color",""
"","","","","","survey-text","10","87672","0.0-2.0-2.2","3","A","22/02/2026","1011","","{""age"":""35""}","","exp1","037","color","35"
"","","","","","html-keyboard-response","11","88177","0.0-2.0-0.3","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","12","90179","0.0-2.0-1.3","3","A","22/02/2026","null","<img src=""img/face_091_color.jpg"" style=""height:400px; width:auto;"">","null","","exp1","091","color",""
"","","","","","survey-text","13","94595","0.0-2.0-2.3","3","A","22/02/2026","4411","","{""age"":""40""}","","exp1","091","color","40"
"","","","","","html-keyboard-response","14","95098","0.0-2.0-0.4","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","15","97101","0.0-2.0-1.4","3","A","22/02/2026","null","<img src=""img/face_061_color.jpg"" style=""height:400px; width:auto;"">","null","","exp1","061","color",""
"","","","","","survey-text","16","98572","0.0-2.0-2.4","3","A","22/02/2026","1463","","{""age"":""50""}","","exp1","061","color","50"
"","","","","","html-keyboard-response","17","99074","0.0-2.0-0.5","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","18","101077","0.0-2.0-1.5","3","A","22/02/2026","null","<img src=""img/face_035_color.jpg"" style=""height:400px; width:auto;"">","null","","exp1","035","color",""
"","","","","","survey-text","19","102317","0.0-2.0-2.5","3","A","22/02/2026","1233","","{""age"":""35""}","","exp1","035","color","35"
"","","","","","html-keyboard-response","20","102818","0.0-2.0-0.6","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","21","104821","0.0-2.0-1.6","3","A","22/02/2026","null","<img src=""img/face_057_color.jpg"" style=""height:400px; width:auto;"">","null","","exp1","057","color",""
"","","","","","survey-text","22","105968","0.0-2.0-2.6","3","A","22/02/2026","1144","","{""age"":""50""}","","exp1","057","color","50"
"","","","","","html-keyboard-response","23","106470","0.0-2.0-0.7","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","24","108474","0.0-2.0-1.7","3","A","22/02/2026","null","<img src=""img/face_001_color.jpg"" style=""height:400px; width:auto;"">","null","","exp1","001","color",""
"","","","","","survey-text","25","109504","0.0-2.0-2.7","3","A","22/02/2026","1024","","{""age"":""55""}","","exp1","001","color","55"
"","","","","","html-keyboard-response","26","110006","0.0-2.0-0.8","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","27","112008","0.0-2.0-1.8","3","A","22/02/2026","null","<img src=""img/face_082_grey.jpg"" style=""height:400px; width:auto;"">","null","","exp1","082","grey",""
"","","","","","survey-text","28","113346","0.0-2.0-2.8","3","A","22/02/2026","1334","","{""age"":""45""}","","exp1","082","grey","45"
"","","","","","html-keyboard-response","29","113848","0.0-2.0-0.9","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","30","115850","0.0-2.0-1.9","3","A","22/02/2026","null","<img src=""img/face_020_grey.jpg"" style=""height:400px; width:auto;"">","null","","exp1","020","grey",""
"","","","","","survey-text","31","116584","0.0-2.0-2.9","3","A","22/02/2026","730","","{""age"":""55""}","","exp1","020","grey","55"
"","","","","","html-keyboard-response","32","117087","0.0-2.0-0.10","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","33","119089","0.0-2.0-1.10","3","A","22/02/2026","null","<img src=""img/face_065_color.jpg"" style=""height:400px; width:auto;"">","null","","exp1","065","color",""
"","","","","","survey-text","34","120692","0.0-2.0-2.10","3","A","22/02/2026","1598","","{""age"":""30""}","","exp1","065","color","30"
"","","","","","html-keyboard-response","35","121194","0.0-2.0-0.11","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","36","123198","0.0-2.0-1.11","3","A","22/02/2026","null","<img src=""img/face_044_grey.jpg"" style=""height:400px; width:auto;"">","null","","exp1","044","grey",""
"","","","","","survey-text","37","127833","0.0-2.0-2.11","3","A","22/02/2026","4632","","{""age"":""33""}","","exp1","044","grey","33"
"","","","","","html-keyboard-response","38","128335","0.0-2.0-0.12","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","39","130344","0.0-2.0-1.12","3","A","22/02/2026","null","<img src=""img/face_016_grey.jpg"" style=""height:400px; width:auto;"">","null","","exp1","016","grey",""
"","","","","","survey-text","40","131318","0.0-2.0-2.12","3","A","22/02/2026","969","","{""age"":""25""}","","exp1","016","grey","25"
"","","","","","html-keyboard-response","41","131820","0.0-2.0-0.13","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","42","133826","0.0-2.0-1.13","3","A","22/02/2026","null","<img src=""img/face_086_grey.jpg"" style=""height:400px; width:auto;"">","null","","exp1","086","grey",""
"","","","","","survey-text","43","135269","0.0-2.0-2.13","3","A","22/02/2026","1437","","{""age"":""35""}","","exp1","086","grey","35"
"","","","","","html-keyboard-response","44","135770","0.0-2.0-0.14","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","45","137773","0.0-2.0-1.14","3","A","22/02/2026","null","<img src=""img/face_010_grey.jpg"" style=""height:400px; width:auto;"">","null","","exp1","010","grey",""
"","","","","","survey-text","46","142553","0.0-2.0-2.14","3","A","22/02/2026","4771","","{""age"":""35""}","","exp1","010","grey","35"
"","","","","","html-keyboard-response","47","143054","0.0-2.0-0.15","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","48","145056","0.0-2.0-1.15","3","A","22/02/2026","null","<img src=""img/face_087_color.jpg"" style=""height:400px; width:auto;"">","null","","exp1","087","color",""
"","","","","","survey-text","49","148160","0.0-2.0-2.15","3","A","22/02/2026","3100","","{""age"":""40""}","","exp1","087","color","40"
"","","","","","html-keyboard-response","50","148662","0.0-2.0-0.16","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","51","150664","0.0-2.0-1.16","3","A","22/02/2026","null","<img src=""img/face_100_grey.jpg"" style=""height:400px; width:auto;"">","null","","exp1","100","grey",""
"","","","","","survey-text","52","163748","0.0-2.0-2.16","3","A","22/02/2026","13077","","{""age"":""38""}","","exp1","100","grey","38"
"","","","","","html-keyboard-response","53","164250","0.0-2.0-0.17","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","54","166252","0.0-2.0-1.17","3","A","22/02/2026","null","<img src=""img/face_015_color.jpg"" style=""height:400px; width:auto;"">","null","","exp1","015","color",""
"","","","","","survey-text","55","168491","0.0-2.0-2.17","3","A","22/02/2026","2235","","{""age"":""40""}","","exp1","015","color","40"
"","","","","","html-keyboard-response","56","168993","0.0-2.0-0.18","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","57","170996","0.0-2.0-1.18","3","A","22/02/2026","null","<img src=""img/face_011_color.jpg"" style=""height:400px; width:auto;"">","null","","exp1","011","color",""
"","","","","","survey-text","58","173418","0.0-2.0-2.18","3","A","22/02/2026","2419","","{""age"":""30""}","","exp1","011","color","30"
"","","","","","html-keyboard-response","59","173920","0.0-2.0-0.19","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","60","175923","0.0-2.0-1.19","3","A","22/02/2026","null","<img src=""img/face_072_grey.jpg"" style=""height:400px; width:auto;"">","null","","exp1","072","grey",""
"","","","","","survey-text","61","177495","0.0-2.0-2.19","3","A","22/02/2026","1568","","{""age"":""40""}","","exp1","072","grey","40"
"","","","","","html-keyboard-response","62","177997","0.0-2.0-0.20","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","63","179999","0.0-2.0-1.20","3","A","22/02/2026","null","<img src=""img/face_003_color.jpg"" style=""height:400px; width:auto;"">","null","","exp1","003","color",""
"","","","","","survey-text","64","180816","0.0-2.0-2.20","3","A","22/02/2026","812","","{""age"":""35""}","","exp1","003","color","35"
"","","","","","html-keyboard-response","65","181318","0.0-2.0-0.21","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","66","183320","0.0-2.0-1.21","3","A","22/02/2026","null","<img src=""img/face_077_color.jpg"" style=""height:400px; width:auto;"">","null","","exp1","077","color",""
"","","","","","survey-text","67","189150","0.0-2.0-2.21","3","A","22/02/2026","5826","","{""age"":""40""}","","exp1","077","color","40"
"","","","","","html-keyboard-response","68","189652","0.0-2.0-0.22","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","69","191654","0.0-2.0-1.22","3","A","22/02/2026","null","<img src=""img/face_026_grey.jpg"" style=""height:400px; width:auto;"">","null","","exp1","026","grey",""
"","","","","","survey-text","70","193093","0.0-2.0-2.22","3","A","22/02/2026","1435","","{""age"":""35""}","","exp1","026","grey","35"
"","","","","","html-keyboard-response","71","193594","0.0-2.0-0.23","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","72","195598","0.0-2.0-1.23","3","A","22/02/2026","null","<img src=""img/face_064_grey.jpg"" style=""height:400px; width:auto;"">","null","","exp1","064","grey",""
"","","","","","survey-text","73","198671","0.0-2.0-2.23","3","A","22/02/2026","3070","","{""age"":""50""}","","exp1","064","grey","50"
"","","","","","html-keyboard-response","74","199174","0.0-2.0-0.24","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","75","201180","0.0-2.0-1.24","3","A","22/02/2026","null","<img src=""img/face_009_color.jpg"" style=""height:400px; width:auto;"">","null","","exp1","009","color",""
"","","","","","survey-text","76","207498","0.0-2.0-2.24","3","A","22/02/2026","6314","","{""age"":""40""}","","exp1","009","color","40"
"","","","","","html-keyboard-response","77","208001","0.0-2.0-0.25","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","78","210003","0.0-2.0-1.25","3","A","22/02/2026","null","<img src=""img/face_031_color.jpg"" style=""height:400px; width:auto;"">","null","","exp1","031","color",""
"","","","","","survey-text","79","223357","0.0-2.0-2.25","3","A","22/02/2026","13351","","{""age"":""50""}","","exp1","031","color","50"
"","","","","","html-keyboard-response","80","223859","0.0-2.0-0.26","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","81","225863","0.0-2.0-1.26","3","A","22/02/2026","null","<img src=""img/face_089_color.jpg"" style=""height:400px; width:auto;"">","null","","exp1","089","color",""
"","","","","","survey-text","82","228180","0.0-2.0-2.26","3","A","22/02/2026","2313","","{""age"":""50""}","","exp1","089","color","50"
"","","","","","html-keyboard-response","83","228692","0.0-2.0-0.27","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","84","230705","0.0-2.0-1.27","3","A","22/02/2026","null","<img src=""img/face_038_grey.jpg"" style=""height:400px; width:auto;"">","null","","exp1","038","grey",""
"","","","","","survey-text","85","240683","0.0-2.0-2.27","3","A","22/02/2026","9973","","{""age"":""38""}","","exp1","038","grey","38"
"","","","","","html-keyboard-response","86","241184","0.0-2.0-0.28","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","87","243187","0.0-2.0-1.28","3","A","22/02/2026","null","<img src=""img/face_095_color.jpg"" style=""height:400px; width:auto;"">","null","","exp1","095","color",""
"","","","","","survey-text","88","247671","0.0-2.0-2.28","3","A","22/02/2026","4480","","{""age"":""30""}","","exp1","095","color","30"
"","","","","","html-keyboard-response","89","248173","0.0-2.0-0.29","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","90","250176","0.0-2.0-1.29","3","A","22/02/2026","null","<img src=""img/face_052_grey.jpg"" style=""height:400px; width:auto;"">","null","","exp1","052","grey",""
"","","","","","survey-text","91","253381","0.0-2.0-2.29","3","A","22/02/2026","3200","","{""age"":""25""}","","exp1","052","grey","25"
"","","","","","html-keyboard-response","92","253884","0.0-2.0-0.30","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","93","255887","0.0-2.0-1.30","3","A","22/02/2026","null","<img src=""img/face_083_color.jpg"" style=""height:400px; width:auto;"">","null","","exp1","083","color",""
"","","","","","survey-text","94","257731","0.0-2.0-2.30","3","A","22/02/2026","1832","","{""age"":""20""}","","exp1","083","color","20"
"","","","","","html-keyboard-response","95","258241","0.0-2.0-0.31","3","A","22/02/2026","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","",""
"","","","","","html-keyboard-response","96","260250","0.0-2.0-1.31","3","A","22/02/2026","null","<img src=""img/face_050_grey.jpg"" style=""height:400px; width:auto;"">","null","","exp1","050","grey",""
