success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,subject,group,date,rt,stimulus,response,task_part,task,face_id,condition,age_rating
,,,,,html-keyboard-response,21,29152,0.0-2.0-1.6,7,A,23/02/2026,null,"<img src=""img/face_028_grey.jpg"" style=""height:400px; width:auto;"">",null,,exp1,28,grey,
,,,,,survey-text,22,30645,0.0-2.0-2.6,7,A,23/02/2026,1489,,"{""age"":""21""}",,exp1,28,grey,21
,,,,,html-keyboard-response,23,31159,0.0-2.0-0.7,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,24,33170,0.0-2.0-1.7,7,A,23/02/2026,null,"<img src=""img/face_080_grey.jpg"" style=""height:400px; width:auto;"">",null,,exp1,80,grey,
,,,,,survey-text,25,34890,0.0-2.0-2.7,7,A,23/02/2026,1715,,"{""age"":""22""}",,exp1,80,grey,22
,,,,,html-keyboard-response,26,35406,0.0-2.0-0.8,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,27,37420,0.0-2.0-1.8,7,A,23/02/2026,null,"<img src=""img/face_084_grey.jpg"" style=""height:400px; width:auto;"">",null,,exp1,84,grey,
,,,,,survey-text,28,40362,0.0-2.0-2.8,7,A,23/02/2026,2938,,"{""age"":""27""}",,exp1,84,grey,27
,,,,,html-keyboard-response,29,40871,0.0-2.0-0.9,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,30,42883,0.0-2.0-1.9,7,A,23/02/2026,null,"<img src=""img/face_059_color.jpg"" style=""height:400px; width:auto;"">",null,,exp1,59,color,
,,,,,survey-text,31,45487,0.0-2.0-2.9,7,A,23/02/2026,2599,,"{""age"":""30""}",,exp1,59,color,30
,,,,,html-keyboard-response,32,46004,0.0-2.0-0.10,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,33,48011,0.0-2.0-1.10,7,A,23/02/2026,null,"<img src=""img/face_037_color.jpg"" style=""height:400px; width:auto;"">",null,,exp1,37,color,
,,,,,survey-text,34,49251,0.0-2.0-2.10,7,A,23/02/2026,1237,,"{""age"":""26""}",,exp1,37,color,26
,,,,,html-keyboard-response,35,49756,0.0-2.0-0.11,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,36,51767,0.0-2.0-1.11,7,A,23/02/2026,null,"<img src=""img/face_070_grey.jpg"" style=""height:400px; width:auto;"">",null,,exp1,70,grey,
,,,,,survey-text,37,53638,0.0-2.0-2.11,7,A,23/02/2026,1867,,"{""age"":""28""}",,exp1,70,grey,28
,,,,,html-keyboard-response,38,54145,0.0-2.0-0.12,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,39,56152,0.0-2.0-1.12,7,A,23/02/2026,null,"<img src=""img/face_055_color.jpg"" style=""height:400px; width:auto;"">",null,,exp1,55,color,
,,,,,survey-text,40,58165,0.0-2.0-2.12,7,A,23/02/2026,2009,,"{""age"":""30""}",,exp1,55,color,30
,,,,,html-keyboard-response,41,58670,0.0-2.0-0.13,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,42,60686,0.0-2.0-1.13,7,A,23/02/2026,null,"<img src=""img/face_006_grey.jpg"" style=""height:400px; width:auto;"">",null,,exp1,6,grey,
,,,,,survey-text,43,62827,0.0-2.0-2.13,7,A,23/02/2026,2137,,"{""age"":""40""}",,exp1,6,grey,40
,,,,,html-keyboard-response,44,63339,0.0-2.0-0.14,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,45,65355,0.0-2.0-1.14,7,A,23/02/2026,null,"<img src=""img/face_057_color.jpg"" style=""height:400px; width:auto;"">",null,,exp1,57,color,
,,,,,survey-text,46,66914,0.0-2.0-2.14,7,A,23/02/2026,1556,,"{""age"":""33""}",,exp1,57,color,33
,,,,,html-keyboard-response,47,67418,0.0-2.0-0.15,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,48,69435,0.0-2.0-1.15,7,A,23/02/2026,null,"<img src=""img/face_063_color.jpg"" style=""height:400px; width:auto;"">",null,,exp1,63,color,
,,,,,survey-text,49,72286,0.0-2.0-2.15,7,A,23/02/2026,2847,,"{""age"":""28""}",,exp1,63,color,28
,,,,,html-keyboard-response,50,72790,0.0-2.0-0.16,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,51,74798,0.0-2.0-1.16,7,A,23/02/2026,null,"<img src=""img/face_087_color.jpg"" style=""height:400px; width:auto;"">",null,,exp1,87,color,
,,,,,survey-text,52,76507,0.0-2.0-2.16,7,A,23/02/2026,1705,,"{""age"":""32""}",,exp1,87,color,32
,,,,,html-keyboard-response,53,77017,0.0-2.0-0.17,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,54,79031,0.0-2.0-1.17,7,A,23/02/2026,null,"<img src=""img/face_095_color.jpg"" style=""height:400px; width:auto;"">",null,,exp1,95,color,
,,,,,survey-text,55,80622,0.0-2.0-2.17,7,A,23/02/2026,1587,,"{""age"":""28""}",,exp1,95,color,28
,,,,,html-keyboard-response,56,81125,0.0-2.0-0.18,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,57,83133,0.0-2.0-1.18,7,A,23/02/2026,null,"<img src=""img/face_010_grey.jpg"" style=""height:400px; width:auto;"">",null,,exp1,10,grey,
,,,,,survey-text,58,85340,0.0-2.0-2.18,7,A,23/02/2026,2203,,"{""age"":""27""}",,exp1,10,grey,27
,,,,,html-keyboard-response,59,85847,0.0-2.0-0.19,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,60,87862,0.0-2.0-1.19,7,A,23/02/2026,null,"<img src=""img/face_021_color.jpg"" style=""height:400px; width:auto;"">",null,,exp1,21,color,
,,,,,survey-text,61,89100,0.0-2.0-2.19,7,A,23/02/2026,1233,,"{""age"":""24""}",,exp1,21,color,24
,,,,,html-keyboard-response,62,89607,0.0-2.0-0.20,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,63,91621,0.0-2.0-1.20,7,A,23/02/2026,null,"<img src=""img/face_066_grey.jpg"" style=""height:400px; width:auto;"">",null,,exp1,66,grey,
,,,,,survey-text,64,92717,0.0-2.0-2.20,7,A,23/02/2026,1091,,"{""age"":""44""}",,exp1,66,grey,44
,,,,,html-keyboard-response,65,93227,0.0-2.0-0.21,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,66,95242,0.0-2.0-1.21,7,A,23/02/2026,null,"<img src=""img/face_072_grey.jpg"" style=""height:400px; width:auto;"">",null,,exp1,72,grey,
,,,,,survey-text,67,96456,0.0-2.0-2.21,7,A,23/02/2026,1210,,"{""age"":""31""}",,exp1,72,grey,31
,,,,,html-keyboard-response,68,96960,0.0-2.0-0.22,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,69,98963,0.0-2.0-1.22,7,A,23/02/2026,null,"<img src=""img/face_041_color.jpg"" style=""height:400px; width:auto;"">",null,,exp1,41,color,
,,,,,survey-text,70,99979,0.0-2.0-2.22,7,A,23/02/2026,1012,,"{""age"":""21""}",,exp1,41,color,21
,,,,,html-keyboard-response,71,100491,0.0-2.0-0.23,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,72,102496,0.0-2.0-1.23,7,A,23/02/2026,null,"<img src=""img/face_004_grey.jpg"" style=""height:400px; width:auto;"">",null,,exp1,4,grey,
,,,,,survey-text,73,103841,0.0-2.0-2.23,7,A,23/02/2026,1341,,"{""age"":""22""}",,exp1,4,grey,22
,,,,,html-keyboard-response,74,104350,0.0-2.0-0.24,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,75,106366,0.0-2.0-1.24,7,A,23/02/2026,null,"<img src=""img/face_035_color.jpg"" style=""height:400px; width:auto;"">",null,,exp1,35,color,
,,,,,survey-text,76,109392,0.0-2.0-2.24,7,A,23/02/2026,3022,,"{""age"":""19""}",,exp1,35,color,19
,,,,,html-keyboard-response,77,109896,0.0-2.0-0.25,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,78,111911,0.0-2.0-1.25,7,A,23/02/2026,null,"<img src=""img/face_094_grey.jpg"" style=""height:400px; width:auto;"">",null,,exp1,94,grey,
,,,,,survey-text,79,113942,0.0-2.0-2.25,7,A,23/02/2026,2024,,"{""age"":""30""}",,exp1,94,grey,30
,,,,,html-keyboard-response,80,114445,0.0-2.0-0.26,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,81,116461,0.0-2.0-1.26,7,A,23/02/2026,null,"<img src=""img/face_012_grey.jpg"" style=""height:400px; width:auto;"">",null,,exp1,12,grey,
,,,,,survey-text,82,118569,0.0-2.0-2.26,7,A,23/02/2026,2104,,"{""age"":""28""}",,exp1,12,grey,28
,,,,,html-keyboard-response,83,119082,0.0-2.0-0.27,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,84,121096,0.0-2.0-1.27,7,A,23/02/2026,null,"<img src=""img/face_002_grey.jpg"" style=""height:400px; width:auto;"">",null,,exp1,2,grey,
,,,,,survey-text,85,126199,0.0-2.0-2.27,7,A,23/02/2026,5099,,"{""age"":""29""}",,exp1,2,grey,29
,,,,,html-keyboard-response,86,126702,0.0-2.0-0.28,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,87,128709,0.0-2.0-1.28,7,A,23/02/2026,null,"<img src=""img/face_025_color.jpg"" style=""height:400px; width:auto;"">",null,,exp1,25,color,
,,,,,survey-text,88,130541,0.0-2.0-2.28,7,A,23/02/2026,1827,,"{""age"":""27""}",,exp1,25,color,27
,,,,,html-keyboard-response,89,131044,0.0-2.0-0.29,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,90,133051,0.0-2.0-1.29,7,A,23/02/2026,null,"<img src=""img/face_052_grey.jpg"" style=""height:400px; width:auto;"">",null,,exp1,52,grey,
,,,,,survey-text,91,135853,0.0-2.0-2.29,7,A,23/02/2026,2797,,"{""age"":""26""}",,exp1,52,grey,26
,,,,,html-keyboard-response,92,136360,0.0-2.0-0.30,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,93,138365,0.0-2.0-1.30,7,A,23/02/2026,null,"<img src=""img/face_023_color.jpg"" style=""height:400px; width:auto;"">",null,,exp1,23,color,
,,,,,survey-text,94,139715,0.0-2.0-2.30,7,A,23/02/2026,1348,,"{""age"":""22""}",,exp1,23,color,22
,,,,,html-keyboard-response,95,140231,0.0-2.0-0.31,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,96,142235,0.0-2.0-1.31,7,A,23/02/2026,null,"<img src=""img/face_045_color.jpg"" style=""height:400px; width:auto;"">",null,,exp1,45,color,
,,,,,survey-text,97,147461,0.0-2.0-2.31,7,A,23/02/2026,5220,,"{""age"":""26""}",,exp1,45,color,26
,,,,,html-keyboard-response,98,147964,0.0-2.0-0.32,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,99,149968,0.0-2.0-1.32,7,A,23/02/2026,null,"<img src=""img/face_054_grey.jpg"" style=""height:400px; width:auto;"">",null,,exp1,54,grey,
,,,,,survey-text,100,154392,0.0-2.0-2.32,7,A,23/02/2026,4419,,"{""age"":""17""}",,exp1,54,grey,17
,,,,,html-keyboard-response,101,154895,0.0-2.0-0.33,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,102,156900,0.0-2.0-1.33,7,A,23/02/2026,null,"<img src=""img/face_050_grey.jpg"" style=""height:400px; width:auto;"">",null,,exp1,50,grey,
,,,,,survey-text,103,158440,0.0-2.0-2.33,7,A,23/02/2026,1530,,"{""age"":""22""}",,exp1,50,grey,22
,,,,,html-keyboard-response,104,158953,0.0-2.0-0.34,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,105,160960,0.0-2.0-1.34,7,A,23/02/2026,null,"<img src=""img/face_036_grey.jpg"" style=""height:400px; width:auto;"">",null,,exp1,36,grey,
,,,,,survey-text,106,162820,0.0-2.0-2.34,7,A,23/02/2026,1855,,"{""age"":""24""}",,exp1,36,grey,24
,,,,,html-keyboard-response,107,163326,0.0-2.0-0.35,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,108,165340,0.0-2.0-1.35,7,A,23/02/2026,null,"<img src=""img/face_048_grey.jpg"" style=""height:400px; width:auto;"">",null,,exp1,48,grey,
,,,,,survey-text,109,168030,0.0-2.0-2.35,7,A,23/02/2026,2687,,"{""age"":""21""}",,exp1,48,grey,21
,,,,,html-keyboard-response,110,168546,0.0-2.0-0.36,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,111,170558,0.0-2.0-1.36,7,A,23/02/2026,null,"<img src=""img/face_083_color.jpg"" style=""height:400px; width:auto;"">",null,,exp1,83,color,
,,,,,survey-text,112,173434,0.0-2.0-2.36,7,A,23/02/2026,2871,,"{""age"":""23""}",,exp1,83,color,23
,,,,,html-keyboard-response,113,173948,0.0-2.0-0.37,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,114,175960,0.0-2.0-1.37,7,A,23/02/2026,null,"<img src=""img/face_032_grey.jpg"" style=""height:400px; width:auto;"">",null,,exp1,32,grey,
,,,,,survey-text,115,177459,0.0-2.0-2.37,7,A,23/02/2026,1494,,"{""age"":""24""}",,exp1,32,grey,24
,,,,,html-keyboard-response,116,177964,0.0-2.0-0.38,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,117,179965,0.0-2.0-1.38,7,A,23/02/2026,null,"<img src=""img/face_043_color.jpg"" style=""height:400px; width:auto;"">",null,,exp1,43,color,
,,,,,survey-text,118,181889,0.0-2.0-2.38,7,A,23/02/2026,1920,,"{""age"":""20""}",,exp1,43,color,20
,,,,,html-keyboard-response,119,182399,0.0-2.0-0.39,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,120,184409,0.0-2.0-1.39,7,A,23/02/2026,null,"<img src=""img/face_031_color.jpg"" style=""height:400px; width:auto;"">",null,,exp1,31,color,
,,,,,survey-text,121,185820,0.0-2.0-2.39,7,A,23/02/2026,1406,,"{""age"":""32""}",,exp1,31,color,32
,,,,,html-keyboard-response,122,186335,0.0-2.0-0.40,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,123,188351,0.0-2.0-1.40,7,A,23/02/2026,null,"<img src=""img/face_091_color.jpg"" style=""height:400px; width:auto;"">",null,,exp1,91,color,
,,,,,survey-text,124,207605,0.0-2.0-2.40,7,A,23/02/2026,19250,,"{""age"":""27""}",,exp1,91,color,27
,,,,,html-keyboard-response,125,208111,0.0-2.0-0.41,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,126,210117,0.0-2.0-1.41,7,A,23/02/2026,null,"<img src=""img/face_005_color.jpg"" style=""height:400px; width:auto;"">",null,,exp1,5,color,
,,,,,survey-text,127,215904,0.0-2.0-2.41,7,A,23/02/2026,5783,,"{""age"":""28""}",,exp1,5,color,28
,,,,,html-keyboard-response,128,216405,0.0-2.0-0.42,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,129,218412,0.0-2.0-1.42,7,A,23/02/2026,null,"<img src=""img/face_022_grey.jpg"" style=""height:400px; width:auto;"">",null,,exp1,22,grey,
,,,,,survey-text,130,220999,0.0-2.0-2.42,7,A,23/02/2026,2583,,"{""age"":""29""}",,exp1,22,grey,29
,,,,,html-keyboard-response,131,221501,0.0-2.0-0.43,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,132,223509,0.0-2.0-1.43,7,A,23/02/2026,null,"<img src=""img/face_027_color.jpg"" style=""height:400px; width:auto;"">",null,,exp1,27,color,
,,,,,survey-text,133,224824,0.0-2.0-2.43,7,A,23/02/2026,1312,,"{""age"":""30""}",,exp1,27,color,30
,,,,,html-keyboard-response,134,225330,0.0-2.0-0.44,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,135,227345,0.0-2.0-1.44,7,A,23/02/2026,null,"<img src=""img/face_018_grey.jpg"" style=""height:400px; width:auto;"">",null,,exp1,18,grey,
,,,,,survey-text,136,229207,0.0-2.0-2.44,7,A,23/02/2026,1857,,"{""age"":""27""}",,exp1,18,grey,27
,,,,,html-keyboard-response,137,229721,0.0-2.0-0.45,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,138,231727,0.0-2.0-1.45,7,A,23/02/2026,null,"<img src=""img/face_013_color.jpg"" style=""height:400px; width:auto;"">",null,,exp1,13,color,
,,,,,survey-text,139,234725,0.0-2.0-2.45,7,A,23/02/2026,2993,,"{""age"":""28""}",,exp1,13,color,28
,,,,,html-keyboard-response,140,235237,0.0-2.0-0.46,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,141,237252,0.0-2.0-1.46,7,A,23/02/2026,null,"<img src=""img/face_100_grey.jpg"" style=""height:400px; width:auto;"">",null,,exp1,100,grey,
,,,,,survey-text,142,239286,0.0-2.0-2.46,7,A,23/02/2026,2031,,"{""age"":""30""}",,exp1,100,grey,30
,,,,,html-keyboard-response,143,239791,0.0-2.0-0.47,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,144,241806,0.0-2.0-1.47,7,A,23/02/2026,null,"<img src=""img/face_003_color.jpg"" style=""height:400px; width:auto;"">",null,,exp1,3,color,
,,,,,survey-text,145,247127,0.0-2.0-2.47,7,A,23/02/2026,5316,,"{""age"":""29""}",,exp1,3,color,29
,,,,,html-keyboard-response,146,247639,0.0-2.0-0.48,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,147,249654,0.0-2.0-1.48,7,A,23/02/2026,null,"<img src=""img/face_033_color.jpg"" style=""height:400px; width:auto;"">",null,,exp1,33,color,
,,,,,survey-text,148,253349,0.0-2.0-2.48,7,A,23/02/2026,3691,,"{""age"":""26""}",,exp1,33,color,26
,,,,,html-keyboard-response,149,253851,0.0-2.0-0.49,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,150,255863,0.0-2.0-1.49,7,A,23/02/2026,null,"<img src=""img/face_011_color.jpg"" style=""height:400px; width:auto;"">",null,,exp1,11,color,
,,,,,survey-text,151,259634,0.0-2.0-2.49,7,A,23/02/2026,3767,,"{""age"":""22""}",,exp1,11,color,22
,,,,,html-keyboard-response,152,260144,0.0-2.0-0.50,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,153,262153,0.0-2.0-1.50,7,A,23/02/2026,null,"<img src=""img/face_082_grey.jpg"" style=""height:400px; width:auto;"">",null,,exp1,82,grey,
,,,,,survey-text,154,264046,0.0-2.0-2.50,7,A,23/02/2026,1888,,"{""age"":""21""}",,exp1,82,grey,21
,,,,,html-keyboard-response,155,264555,0.0-2.0-0.51,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,156,266570,0.0-2.0-1.51,7,A,23/02/2026,null,"<img src=""img/face_076_grey.jpg"" style=""height:400px; width:auto;"">",null,,exp1,76,grey,
,,,,,survey-text,157,268134,0.0-2.0-2.51,7,A,23/02/2026,1559,,"{""age"":""30""}",,exp1,76,grey,30
,,,,,html-keyboard-response,158,268648,0.0-2.0-0.52,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,159,270664,0.0-2.0-1.52,7,A,23/02/2026,null,"<img src=""img/face_089_color.jpg"" style=""height:400px; width:auto;"">",null,,exp1,89,color,
,,,,,survey-text,160,273040,0.0-2.0-2.52,7,A,23/02/2026,2372,,"{""age"":""30""}",,exp1,89,color,30
,,,,,html-keyboard-response,161,273550,0.0-2.0-0.53,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,162,275564,0.0-2.0-1.53,7,A,23/02/2026,null,"<img src=""img/face_078_grey.jpg"" style=""height:400px; width:auto;"">",null,,exp1,78,grey,
,,,,,survey-text,163,277850,0.0-2.0-2.53,7,A,23/02/2026,2280,,"{""age"":""26""}",,exp1,78,grey,26
,,,,,html-keyboard-response,164,278358,0.0-2.0-0.54,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,165,280365,0.0-2.0-1.54,7,A,23/02/2026,null,"<img src=""img/face_024_grey.jpg"" style=""height:400px; width:auto;"">",null,,exp1,24,grey,
,,,,,survey-text,166,281684,0.0-2.0-2.54,7,A,23/02/2026,1316,,"{""age"":""24""}",,exp1,24,grey,24
,,,,,html-keyboard-response,167,282186,0.0-2.0-0.55,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,168,284192,0.0-2.0-1.55,7,A,23/02/2026,null,"<img src=""img/face_069_color.jpg"" style=""height:400px; width:auto;"">",null,,exp1,69,color,
,,,,,survey-text,169,285054,0.0-2.0-2.55,7,A,23/02/2026,857,,"{""age"":""30""}",,exp1,69,color,30
,,,,,html-keyboard-response,170,285566,0.0-2.0-0.56,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,171,287570,0.0-2.0-1.56,7,A,23/02/2026,null,"<img src=""img/face_071_color.jpg"" style=""height:400px; width:auto;"">",null,,exp1,71,color,
,,,,,survey-text,172,290596,0.0-2.0-2.56,7,A,23/02/2026,3021,,"{""age"":""22""}",,exp1,71,color,22
,,,,,html-keyboard-response,173,291101,0.0-2.0-0.57,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,174,293115,0.0-2.0-1.57,7,A,23/02/2026,null,"<img src=""img/face_046_grey.jpg"" style=""height:400px; width:auto;"">",null,,exp1,46,grey,
,,,,,survey-text,175,295778,0.0-2.0-2.57,7,A,23/02/2026,2658,,"{""age"":""31""}",,exp1,46,grey,31
,,,,,html-keyboard-response,176,296286,0.0-2.0-0.58,7,A,23/02/2026,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,
,,,,,html-keyboard-response,177,298292,0.0-2.0-1.58,7,A,23/02/2026,null,"<img src=""img/face_038_grey.jpg"" style=""height:400px; width:auto;"">",null,,exp1,38,grey,
,,,,,survey-text,178,300540,0.0-2.0-2.58,7,A,23/02/2026,2242,,"{""age"":""23""}",,exp1,38,grey,23
